"doc_id","file_name","sentence","date"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","and on Thursday all the Persons on board were ordered to appear before his Majesty's Attorney General to be examin'd upon Oath: Their Examination lasted from eleven in the Morning till past  in the afternoon, and imagining it may not be disagreeable to the curious (having been present when their Depositions were taken) I shall endeavour to oblige my Readers with the justest Representation of the Affair as far as my Memory will permit.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","The Scooner was the Property of Don Francisco de Heymes, who went on board her with his Lady Donna Petrona de Castro lately married, a young Lady of  Years of age, intending to go to Port Guarico, al.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","Cape Fransois, to visit their Relations there, the other persons on board were Dieagno Captain, Juan Salvadore Mate, one Frenchman from Bourdeaux, and anthor old Frenchman Jean Troistours, going to Marseilles to his Family, being a Wife and  Children;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","a Carpenter Joseph [ ], a Cook,  Men of the Canary Island, one Malteeze, a Frenchman Peter Blanchard, Sailors, and Negro Boy attendant on the Lady.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","They set sail from the Havanna the latter end of May;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt"," days after the  Canary Men having secretly entered in a Conspiracy, arose in the night, and kill'd the Captain, Mate, and the Bourdeaux Passenger.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","The Owner haring the Noise, and going upon Deck, was met by the  Canary Men at the Cabin Door, and stabbed immediately.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","Then one of them Sword in hand commaded Peter Blanchard the French Sailor to go to the Helm, enquiring in the interim if he knew where the Money was;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","who answering no, they went down and searched the Cabin, but to no purpose: They then ordered the said Peter to search the Lady's Bed, which he was oblig'd to execute, but discover'd none.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","They then caused the Carpenter to unceal the Cabin, where they found a Quantity of Gold and  or  Bags with Silver, which they were willing to divide among the ShipsCompany, but all refused to participate of it, the Carpenter only excepted.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","'Twill not be very difficult for any person to imagine the terrible condition the young Lady was in, seeing her Husband murder'd, and herself surrounded with, and entirely at the mercy of such execrable Villains, who robb'd her of her Earrings, a Diamond Cross, and several Rings.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","The said  persons being murder'd, the Pirats call'd all the rest of the Ships Company upon Deck, ordering everyone to throw their Knifes, Guns and other Weapons over board, which they were obliged to do, being seized with fear.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","They now perceived they had no one capable of stearing the Vessel, so were necessitated to drive  or  Days, when they spyed Land: But before they arrived at it, the Conspirators disagreeing among themselves, the cause of which no one can assign, two of them kill'd their other two Accomplices.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","They made on towards Land, taking it to be Porto Rico, proposing to kill all the rest, and to sink the Vessel;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","and to effect their purpose, they anchored between two Rocks;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","then hoisting out the Canoe, they loaded her with provisions, and put them on shore;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","returning back they fetched the Lady and the others ashore, where they made Tents.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","The two Pirates and Carpenter row'd along shore, to see if they could discover any Inhabitaints, but perceived none.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","They continued here  Days, and finding it to be Cat Island, they reconvey'd the People and provisions on board, and weighing Anchor put out again.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","Two Days after they came to HarbourIsland, where Capt. Wm. Vaughan seeing the Vessel, hailed them: One of the Pirates, the Carpenter and Peter, (who speaking French, English, Spanish, and Dutch, was kept alive to serve them for Interpreter,) went on shore, they enquired of the Captain, if he had any person to conduct their Vessel to one of the Cuba Islands;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","who answered he had no one who could undertake it except himself, and that by such an Attempt he must infallibly ruin his whole Summers Voyage.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","On this they assured him they would make good all Damages that should accrue on such account, that they would pay him  pieces of eight, and make him a present of the Vessel for such Service as they now requir'd.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","At length he consented, they paid him down  pieces of Eight, and he went on board June the th.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","The Day following being at Sea and stearing S.S.E.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","one of the Pirates being always arm'd with a Dagger in his Girdle, ordered him to shape his course N.W.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","which gave to Mr. Vaughan some suspicion of an ill Design, Design, wherein he was confirm'd when he heard of the Carpenter that the Captain and Mate of the Vessel were kill'd;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","which made him very apprehensive of his own Danger, especially perceiving the Frenchman, Cook, and the Malteeze whispering together, while the Carpenter was with the  Canary Men on the other side.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","He at last enquir'd of the Frenchman, who being confident the Capt. would be of their side, let him, by order of the Lady, into the Secret, and discovered the whole Affair.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","This being known they entered into a consulation, and concluded the safest Measures were to deliver themselves from these Villains, asore they should have any Opportunity to do them any mischief.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","In consequence of which on the th Inst.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","in the Night the Cook gave one of the Pirates  blow with an Axe, which sever'd his head from the body;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","while the Captain with a Hammer knock'd the other on the head.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","The Carpenter hearing the Noise, ran up, and kick'd up the Captain's heels;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","which gave the Pirate an opportunity to fall on him, and wound him with his Knife: The Frenchman came to the Captain's assistance, and with a Handspike knock'd the Pirate into the Hold, who after recovering himself, rose up, and desired to have permission to leap into the Sea, which he obtain'd without any great Difficulty.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","These Villains having thus gain'd the ample reward of their Treachery, the Captain after a calm and contrary Winds for  days, being in the Gulf of Florida, with the Lady's consent, ran into this Harbour;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","where the persons have been examined as aforesaid.","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","There are several strong Suspicious and evidence against the Carpenter, that he was of the Pirates party;","1734_06_29"
"11","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt","his share of money being found in his chest on search made: He is therefore committed to Goal, to have a further Trial","1734_06_29"
"12","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_07_27_row_12.txt","London, March .","1734_07_27"
"12","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_07_27_row_12.txt","According to Accounts by a Holland Mail this Day, the Russians have taken Fort Weyselmond at Dantzick, cut off all their Communication by Sea, destroy'd their CornMills, and were endeavouring to set the City on Fire;","1734_07_27"
"12","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_07_27_row_12.txt","so that all was in great Confusion.","1734_07_27"
"12","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_07_27_row_12.txt","The Magistrates began to see with other Eyes, were greatly divided, and an Insurrection of the Populace (who began to cry out for the Author of inviting King Stanislaus thither to be named) was expected.","1734_07_27"
"13","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_10_12_row_13.txt","Private Letters from Gibraltar intimate, that they had News that the King of Morrocco with , Men had been entirely defeated by the rebellious Arabs, and himself killed in the Fight, which had put a Stop to the English Minister going thence to Mequinez, to redeem the British Slaves.","1734_10_12"
"14","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1735_01_18_row_14.txt","LONDON, Nov. .","1735_01_18"
"14","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1735_01_18_row_14.txt","His Majesty has been pleased to present his Serene Highness the Prince of Orange with the Sum of ,l.","1735_01_18"
