document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,doc_id,file_name,date
"This new General was ordered to set out immediately, and all possible Preparations were made to resist an Enemy so bold and dangerous as the Persian General is known to be, and that Money, Troops and provisions were sending in all haste to Persia for that purpose.",1,"['was ordered', 'were made', 'is known']",3,1,1.0,1,9,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1733_06_30_row_9.txt,1733_06_30
"'Tis added that the  Ships of War, as a present to the Algerines, sailed a few Days before the Date, with  Bombs, and were to join the Algerine Ships, which were to come into the Ports of the Empire to take in Troops and Ammunition;",1,"[""'Tis added""]",1,1,1.0,1,9,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1733_06_30_row_9.txt,1733_06_30
"and that a Squadron of ten Sultan's would put to Sea soon, not only to succour the Algerines, but to endeavour to take Revenge on the Maltese, for sinking lately the Ship of the Turks Admiral.",1,[],0,0,0.0,0,9,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1733_06_30_row_9.txt,1733_06_30
"Leghorn, Dec. .",1,[],0,0,0.0,0,10,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_05_04_row_10.txt,1734_05_04
"We have Advice from Corsica, that the Insurrection of the Inhabitants of that Island spreads every Hour: That the Number of the Revolters in the Province of Bologna only, is upwards of ;",1,[],0,0,0.0,0,10,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_05_04_row_10.txt,1734_05_04
"and that these last were preparing to attack San Pelegrino, knowing that in case they can carry the place, they shall then be Masters of a Key to let in any Foreign Succours that shall be dispos'd to assist them.",1,"[""shall be dispos'd""]",1,1,1.0,1,10,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_05_04_row_10.txt,1734_05_04
"This second Rebellion of the Corsicans is far more important to the Genoese, than that which the Emperor lent his Troops to put an End to, on Account of the Desperate Resolutions which these people have taken to throw off their Yoke at all Adventures.",1,[],0,0,0.0,0,10,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_05_04_row_10.txt,1734_05_04
"CHARLESTOWN, June .",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
On Wednesday the  Inst.,1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"was brought in here the Mary Scooner from the Havanna, under the command of Capt. William Vaughan;",2,['was brought'],1,1,0.5,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"and on Thursday all the Persons on board were ordered to appear before his Majesty's Attorney General to be examin'd upon Oath: Their Examination lasted from eleven in the Morning till past  in the afternoon, and imagining it may not be disagreeable to the curious (having been present when their Depositions were taken) I shall endeavour to oblige my Readers with the justest Representation of the Affair as far as my Memory will permit.",2,"['were ordered', 'were taken']",2,1,0.5,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"The Scooner was the Property of Don Francisco de Heymes, who went on board her with his Lady Donna Petrona de Castro lately married, a young Lady of  Years of age, intending to go to Port Guarico, al.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"Cape Fransois, to visit their Relations there, the other persons on board were Dieagno Captain, Juan Salvadore Mate, one Frenchman from Bourdeaux, and anthor old Frenchman Jean Troistours, going to Marseilles to his Family, being a Wife and  Children;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"a Carpenter Joseph [ ], a Cook,  Men of the Canary Island, one Malteeze, a Frenchman Peter Blanchard, Sailors, and Negro Boy attendant on the Lady.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
They set sail from the Havanna the latter end of May;,1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
" days after the  Canary Men having secretly entered in a Conspiracy, arose in the night, and kill'd the Captain, Mate, and the Bourdeaux Passenger.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"The Owner haring the Noise, and going upon Deck, was met by the  Canary Men at the Cabin Door, and stabbed immediately.",1,['was met'],1,1,1.0,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"Then one of them Sword in hand commaded Peter Blanchard the French Sailor to go to the Helm, enquiring in the interim if he knew where the Money was;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"who answering no, they went down and searched the Cabin, but to no purpose: They then ordered the said Peter to search the Lady's Bed, which he was oblig'd to execute, but discover'd none.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"They then caused the Carpenter to unceal the Cabin, where they found a Quantity of Gold and  or  Bags with Silver, which they were willing to divide among the ShipsCompany, but all refused to participate of it, the Carpenter only excepted.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"'Twill not be very difficult for any person to imagine the terrible condition the young Lady was in, seeing her Husband murder'd, and herself surrounded with, and entirely at the mercy of such execrable Villains, who robb'd her of her Earrings, a Diamond Cross, and several Rings.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"The said  persons being murder'd, the Pirats call'd all the rest of the Ships Company upon Deck, ordering everyone to throw their Knifes, Guns and other Weapons over board, which they were obliged to do, being seized with fear.",1,"['were obliged', 'being seized']",2,1,1.0,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"They now perceived they had no one capable of stearing the Vessel, so were necessitated to drive  or  Days, when they spyed Land: But before they arrived at it, the Conspirators disagreeing among themselves, the cause of which no one can assign, two of them kill'd their other two Accomplices.",1,['were necessitated'],1,1,1.0,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"They made on towards Land, taking it to be Porto Rico, proposing to kill all the rest, and to sink the Vessel;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"and to effect their purpose, they anchored between two Rocks;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"then hoisting out the Canoe, they loaded her with provisions, and put them on shore;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"returning back they fetched the Lady and the others ashore, where they made Tents.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"The two Pirates and Carpenter row'd along shore, to see if they could discover any Inhabitaints, but perceived none.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"They continued here  Days, and finding it to be Cat Island, they reconvey'd the People and provisions on board, and weighing Anchor put out again.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"Two Days after they came to HarbourIsland, where Capt. Wm. Vaughan seeing the Vessel, hailed them: One of the Pirates, the Carpenter and Peter, (who speaking French, English, Spanish, and Dutch, was kept alive to serve them for Interpreter,) went on shore, they enquired of the Captain, if he had any person to conduct their Vessel to one of the Cuba Islands;",3,['was kept'],1,1,0.3333333333333333,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"who answered he had no one who could undertake it except himself, and that by such an Attempt he must infallibly ruin his whole Summers Voyage.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"On this they assured him they would make good all Damages that should accrue on such account, that they would pay him  pieces of eight, and make him a present of the Vessel for such Service as they now requir'd.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"At length he consented, they paid him down  pieces of Eight, and he went on board June the th.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
The Day following being at Sea and stearing S.S.E.,1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"one of the Pirates being always arm'd with a Dagger in his Girdle, ordered him to shape his course N.W.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"which gave to Mr. Vaughan some suspicion of an ill Design, Design, wherein he was confirm'd when he heard of the Carpenter that the Captain and Mate of the Vessel were kill'd;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"which made him very apprehensive of his own Danger, especially perceiving the Frenchman, Cook, and the Malteeze whispering together, while the Carpenter was with the  Canary Men on the other side.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"He at last enquir'd of the Frenchman, who being confident the Capt. would be of their side, let him, by order of the Lady, into the Secret, and discovered the whole Affair.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"This being known they entered into a consulation, and concluded the safest Measures were to deliver themselves from these Villains, asore they should have any Opportunity to do them any mischief.",1,['being known'],1,1,1.0,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
In consequence of which on the th Inst.,1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"in the Night the Cook gave one of the Pirates  blow with an Axe, which sever'd his head from the body;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
while the Captain with a Hammer knock'd the other on the head.,1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"The Carpenter hearing the Noise, ran up, and kick'd up the Captain's heels;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"which gave the Pirate an opportunity to fall on him, and wound him with his Knife: The Frenchman came to the Captain's assistance, and with a Handspike knock'd the Pirate into the Hold, who after recovering himself, rose up, and desired to have permission to leap into the Sea, which he obtain'd without any great Difficulty.",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"These Villains having thus gain'd the ample reward of their Treachery, the Captain after a calm and contrary Winds for  days, being in the Gulf of Florida, with the Lady's consent, ran into this Harbour;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
where the persons have been examined as aforesaid.,1,['have been examined'],1,1,1.0,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"There are several strong Suspicious and evidence against the Carpenter, that he was of the Pirates party;",1,[],0,0,0.0,0,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
"his share of money being found in his chest on search made: He is therefore committed to Goal, to have a further Trial",1,['being found'],1,1,1.0,1,11,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1734_06_29_row_11.txt,1734_06_29
